id,context,question,answer_text,start_position
,"프테로닥틸루스는 중생대 쥐라기 후기에 유럽과 아프리카에서 번성한 프테로닥틸루스상과 익룡. 속명은 날개 손가락이라는 뜻이다. 프테라노돈, 케찰코아틀루스, 람포링쿠스, 디모르포돈과 함께 가장 유명한 익룡 중 하나로, 익룡류 전체를 통칭하는 단어인 프테로닥틸이 이 익룡의 속명에서 기인했을 정도. 한때 대부분의 익룡이 이 익룡의 일종으로 분류되었을 정도로 많은 종들을 거느리고 있었으나, 현재는 전부 모식종의 동물이명으로 처리된 상태다. 긴 목과 짧은 꼬리 등이 특징인 프테로닥틸루스상과를 대표하는 익룡으로, 일부 잘 보존된 화석에서는 털이 확인되기도 하고 각질로 이루어진 볏 구조가 관찰되기도 한다. 펠리칸과 같은 목주머니가 확인되는 표본도 보고된 바 있다.",프테로닥틸루스의 서식 지역은?,유럽과 아프리카,21
,"스테고사우루스는 장순아목 검룡류 공룡의 한 속이다. 스테고사우르스의 의미는 지붕 도마뱀이라는 의미이다. 스테고사우루스는 1억 5천 만년 전 쥐라기 후기 오늘날의 북아메리카 서부에서 서식했다. 골침과 골판의 배열에 대해서는 많은 추측이 이루어지고 있다.스테고사우루스는 짧은 목과 작은 머리를 가졌는데, 낮은 곳의 수풀과 관목을 먹었을 것이라고 추측한다.크기는 버스 크기만하며 모든 검룡류들 중 가장 크다",스테고사우루스의 의미는?,지붕 도마뱀,42
,"스테고사우루스는 장순아목 검룡류 공룡의 한 속이다. 스테고사우르스의 의미는 지붕 도마뱀이라는 의미이다. 스테고사우루스는 1억 5천 만년 전 쥐라기 후기 오늘날의 북아메리카 서부에서 서식했다. 골침과 골판의 배열에 대해서는 많은 추측이 이루어지고 있다.스테고사우루스는 짧은 목과 작은 머리를 가졌는데, 낮은 곳의 수풀과 관목을 먹었을 것이라고 추측한다.크기는 버스 크기만하며 모든 검룡류들 중 가장 크다",스테고사우루스의 크기는?,버스 크기,200
,"스테고사우루스는 장순아목 검룡류 공룡의 한 속이다. 스테고사우르스의 의미는 지붕 도마뱀이라는 의미이다. 스테고사우루스는 1억 5천 만년 전 쥐라기 후기 오늘날의 북아메리카 서부에서 서식했다. 골침과 골판의 배열에 대해서는 많은 추측이 이루어지고 있다.스테고사우루스는 짧은 목과 작은 머리를 가졌는데, 낮은 곳의 수풀과 관목을 먹었을 것이라고 추측한다.크기는 버스 크기만하며 모든 검룡류들 중 가장 크다",스테고사우루스는 서식지는?,북아메리카 서부,90
,"스테고케라스는 초식성 후두류 공룡의 한 속으로 백악기 후기 현재의 북아메리카에 살았다. 1898년 미국에서 화석이 처음 발견되었고, ‘뿔이 있는 천장’이라는 뜻으로, 머리뼈가 대단히 두꺼워 일명 ‘박치기 공룡’이라고도 한다. 성격은 온순하였고 무리를 지어 생활하면서 나뭇잎, 구과류(열매) 등을 먹었다. 짧은 앞다리와 길고 튼튼한 뒷다리로 보아 두 발로 서서 걸었으며, 몸매가 날씬해 매우 빠르게 움직였을 것이다. 생존시대는 백악기후기이다.",스테고케라스의 뜻은?,뿔이 있는 천장,75
,"스테고케라스는 초식성 후두류 공룡의 한 속으로 백악기 후기 현재의 북아메리카에 살았다. 1898년 미국에서 화석이 처음 발견되었고, ‘뿔이 있는 천장’이라는 뜻으로, 머리뼈가 대단히 두꺼워 일명 ‘박치기 공룡’이라고도 한다. 성격은 온순하였고 무리를 지어 생활하면서 나뭇잎, 구과류(열매) 등을 먹었다. 짧은 앞다리와 길고 튼튼한 뒷다리로 보아 두 발로 서서 걸었으며, 몸매가 날씬해 매우 빠르게 움직였을 것이다. 생존시대는 백악기후기이다.",스테고케라스의 발견지는?,북아메리카,37
,"스테노프테리기우스는 ‘좁은 날개’라는 뜻의 이름을 가진 스테노프테리기우스는 생김새가 이크티오사우루스와 비슷한 어룡이다. 몸통은 돌고래를 닮았지만 뼈대의 구조는 파충류이다. 유선형의 몸으로 매우 빠르게 헤엄쳤고, 알 대신 새끼를 낳았다. 이 어룡은 별로 알려진 것이 없고 지금도 연구 중에 있다.생존시대는 쥐라기/전기 ~ 쥐라기/중기이며 크기는 3m 식성은 육식성 발견지는 유럽(영국, 독일)이다.",스테노프테리기우스의 크기는?,3m,192
,"스테노프테리기우스는 ‘좁은 날개’라는 뜻의 이름을 가진 스테노프테리기우스는 생김새가 이크티오사우루스와 비슷한 어룡이다. 몸통은 돌고래를 닮았지만 뼈대의 구조는 파충류이다. 유선형의 몸으로 매우 빠르게 헤엄쳤고, 알 대신 새끼를 낳았다. 이 어룡은 별로 알려진 것이 없고 지금도 연구 중에 있다.생존시대는 쥐라기/전기 ~ 쥐라기/중기이며 크기는 3m 식성은 육식성 발견지는 유럽(영국, 독일)이다.",스테노프테리기우스의 식성은?,육식성,199
,"스테노프테리기우스는 ‘좁은 날개’라는 뜻의 이름을 가진 스테노프테리기우스는 생김새가 이크티오사우루스와 비슷한 어룡이다. 몸통은 돌고래를 닮았지만 뼈대의 구조는 파충류이다. 유선형의 몸으로 매우 빠르게 헤엄쳤고, 알 대신 새끼를 낳았다. 이 어룡은 별로 알려진 것이 없고 지금도 연구 중에 있다.생존시대는 쥐라기/전기 ~ 쥐라기/중기이며 크기는 3m 식성은 육식성 발견지는 유럽(영국, 독일)이다.",스테노프테리기우스의 발견지는?,유럽,208
,"스트루티오미무스(Struthiomimus)는 쥐라기 후기에서 백악기 초기에 살았던 잡식성 공룡이다. 이 공룡은 오르니토미무스처럼 부리에 이빨이 나지 않았고, 몸무게도 가벼웠다. 그래서 속도가 빠른 단거리에 능했을 거라고 추측한다. 이는 3m~5m 가량이고, 몸무게는 약 100kg이 조금 넘었다. 알이나 곤충, 그리고 과일 등을 먹었을 거라고 예상한다. ‘타조를 닮음’이란 뜻으로, 뒷다리가 튼튼하고 길며, 뒷발가락도 세 개이다.",스트루티오미무스의 식성은?,잡식성,46
,"스트루티오미무스(Struthiomimus)는 쥐라기 후기에서 백악기 초기에 살았던 잡식성 공룡이다. 이 공룡은 오르니토미무스처럼 부리에 이빨이 나지 않았고, 몸무게도 가벼웠다. 그래서 속도가 빠른 단거리에 능했을 거라고 추측한다. 이는 3m~5m 가량이고, 몸무게는 약 100kg이 조금 넘었다. 알이나 곤충, 그리고 과일 등을 먹었을 거라고 예상한다. ‘타조를 닮음’이란 뜻으로, 뒷다리가 튼튼하고 길며, 뒷발가락도 세 개이다.",스트루티오미무스의 뜻은?,타조를 닮음,199
,"티기몰로크는 중생대 백악기 말기, 오늘날 미국에서 서식한 초식공룡이다. 전체 몸 길이는 약 3m 정도이고, 두개골은 46cm이다. 티기몰로크의 특징은 가장 위협적인 두개골이다. 두개골 뒷부분에는 4개의 가시처럼 생긴 뿔이 솟아 있는데, 길이가 약 10cm에 달한다. 학명은 '스틱스 강의 몰록'이란 의미를 갖고 있다. 파키케팔로사우루스의 아성체라는 가설이 있다.",티기몰로크는 무슨공룡인가?,초식공룡,32
,"티기몰로크는 중생대 백악기 말기, 오늘날 미국에서 서식한 초식공룡이다. 전체 몸 길이는 약 3m 정도이고, 두개골은 46cm이다. 티기몰로크의 특징은 가장 위협적인 두개골이다. 두개골 뒷부분에는 4개의 가시처럼 생긴 뿔이 솟아 있는데, 길이가 약 10cm에 달한다. 학명은 '스틱스 강의 몰록'이란 의미를 갖고 있다. 파키케팔로사우루스의 아성체라는 가설이 있다.",티기몰로크의 크기는?,3m,51
,"티기몰로크는 중생대 백악기 말기, 오늘날 미국에서 서식한 초식공룡이다. 전체 몸 길이는 약 3m 정도이고, 두개골은 46cm이다. 티기몰로크의 특징은 가장 위협적인 두개골이다. 두개골 뒷부분에는 4개의 가시처럼 생긴 뿔이 솟아 있는데, 길이가 약 10cm에 달한다. 학명은 '스틱스 강의 몰록'이란 의미를 갖고 있다. 파키케팔로사우루스의 아성체라는 가설이 있다.",티기몰로크의 특징은?,가장 위협적인 두개골,84
,"스티라코사우루스(Styracosaurus)는 ""긴 가시가 있는 도마뱀"" 이란 의미다. 스티라코사우루스는 비교적 큰 공룡으로 몸길이  5m~6m, 몸무게는 거의 2t~3t에 달했다. 키는 1.8m 정도였다. 스티라코사우루스의 네 다리는 짧았다. 덩치는 컸다. 꼬리 역시 비교적 짧았다. 두개골에는 부리가 있었고, 볼 쪽에는 물건을 자를 수 있는 이빨도 연속적인 치열 (dental battery)의 형태로 자리잡고 있었다.",스티아코사우루스의 의미는?,긴 가시가 있는 도마뱀,26
,"스티라코사우루스(Styracosaurus)는 ""긴 가시가 있는 도마뱀"" 이란 의미다. 스티라코사우루스는 비교적 큰 공룡으로 몸길이  5m~6m, 몸무게는 거의 2t~3t에 달했다. 키는 1.8m 정도였다. 스티라코사우루스의 네 다리는 짧았다. 덩치는 컸다. 꼬리 역시 비교적 짧았다. 두개골에는 부리가 있었고, 볼 쪽에는 물건을 자를 수 있는 이빨도 연속적인 치열 (dental battery)의 형태로 자리잡고 있었다.",스티아코사우루스의 몸길이는?,5m~6m,74
,"스티라코사우루스(Styracosaurus)는 ""긴 가시가 있는 도마뱀"" 이란 의미다. 스티라코사우루스는 비교적 큰 공룡으로 몸길이  5m~6m, 몸무게는 거의 2t~3t에 달했다. 키는 1.8m 정도였다. 스티라코사우루스의 네 다리는 짧았다. 덩치는 컸다. 꼬리 역시 비교적 짧았다. 두개골에는 부리가 있었고, 볼 쪽에는 물건을 자를 수 있는 이빨도 연속적인 치열 (dental battery)의 형태로 자리잡고 있었다.",스티아코사우루스의 다리는?,짧았다,131
,"스피노사우루스는 백악기에 살았던 가장 큰 육식 공룡이다. 공룡계의 폭군이라 여겨지는 몸길이 최대 10~15m에 몸무게 최대 9톤인 티라노사우루스보다도 몸집이 더 크며 몸길이는 13~15m, 몸무게는 6~9t으로 약 20m 가량의 추정치에 비하면 크게 축소되었다. 디메트로돈처럼 등에 부챗살 같은 돛이 솟아 있다. 이 돛은 척추 돌기가 솟아서 된 것으로 높이가 2m 가까이 된다.",스피노사우루스의 식성은?,육식,23
,"스피노사우루스는 백악기에 살았던 가장 큰 육식 공룡이다. 공룡계의 폭군이라 여겨지는 몸길이 최대 10~15m에 몸무게 최대 9톤인 티라노사우루스보다도 몸집이 더 크며 몸길이는 13~15m, 몸무게는 6~9t으로 약 20m 가량의 추정치에 비하면 크게 축소되었다. 디메트로돈처럼 등에 부챗살 같은 돛이 솟아 있다. 이 돛은 척추 돌기가 솟아서 된 것으로 높이가 2m 가까이 된다.",스피노사우루스의 몸길이는?,13~15m,98
,시노사우롭테릭스(Sinosauropteryx)는 중생대 백악기 전기에 생존했던 깃털공룡이다. 학명은 '중국의 도마뱀 날개'라고 하는 의미를 갖는다. 몸 전체 길이는 약 1m정도로 비교적 소형이다. 1996년 중국 동북부 지역의 랴오닝성 부근 채석장에서 처음 화석이 발견되었다. 작은 동물이나 곤충을 잡아 먹는 등 식성은 육식이었다.,시노사우롭테릭스의 의미는?,중국의 도마뱀 날개,57
,시노사우롭테릭스(Sinosauropteryx)는 중생대 백악기 전기에 생존했던 깃털공룡이다. 학명은 '중국의 도마뱀 날개'라고 하는 의미를 갖는다. 몸 전체 길이는 약 1m정도로 비교적 소형이다. 1996년 중국 동북부 지역의 랴오닝성 부근 채석장에서 처음 화석이 발견되었다. 작은 동물이나 곤충을 잡아 먹는 등 식성은 육식이었다.,시노사우롭테릭스의 생존시대는?,중생대 백악기 전기,27
,시노사우롭테릭스(Sinosauropteryx)는 중생대 백악기 전기에 생존했던 깃털공룡이다. 학명은 '중국의 도마뱀 날개'라고 하는 의미를 갖는다. 몸 전체 길이는 약 1m정도로 비교적 소형이다. 1996년 중국 동북부 지역의 랴오닝성 부근 채석장에서 처음 화석이 발견되었다. 작은 동물이나 곤충을 잡아 먹는 등 식성은 육식이었다.,시노사우롭테릭스의 식성은?,육식,179
,"고대의 날개라는 뜻의 시조새는 새의 조상으로, 현재까지 가장 오래된 새이다. 시조새는 몸집이 작고 재빠른 육식 공룡으로부터 진화했다. 몸길이 40~50cm 정도이며, 머리가 작고 눈이 크다. 부리에는 날카로운 이가 나 있고, 앞다리는 날개로 변했으나 날개 끝에는 발톱이 달린 3개의 발가락이 붙어 있다. 척추골을 합쳐 모두 50개로 되어 있으나 서로 유착하지 않고 분리되었다.",시조새의 뜻은?,고대의 날개,0
,"고대의 날개라는 뜻의 시조새는 새의 조상으로, 현재까지 가장 오래된 새이다. 시조새는 몸집이 작고 재빠른 육식 공룡으로부터 진화했다. 몸길이 40~50cm 정도이며, 머리가 작고 눈이 크다. 부리에는 날카로운 이가 나 있고, 앞다리는 날개로 변했으나 날개 끝에는 발톱이 달린 3개의 발가락이 붙어 있다. 척추골을 합쳐 모두 50개로 되어 있으나 서로 유착하지 않고 분리되었다.",시조새의 몸길이는?,40~50cm,79
,"메갑노사우루스는 중생대 쥐라기 전기에 서식한 육식공룡으로, 죽은 듯이 조용한 도마뱀이라는 의미이다. 전체 몸 길이는 약2m~3m, 체중은 13kg~30kg정도 되었을 것으로 추정된다. 이 공룡은 특이하게도 몸의 구조는 공룡을 닮았고, 몸매는 포유류를 닮았으며, 긴 주둥이와 다리, 특히 뒷다리의 발가락은 조류를 닮았다. 앞발과 뒷발 모두 네 개의 발가락이 있다. 이 공룡의 생김새를 보고 공룡이 새의 조상이었고 온혈 동물이었다는 주장이 나오기도 했다.",메갑노사우루스의 식성은?,육식,25
,"메갑노사우루스는 중생대 쥐라기 전기에 서식한 육식공룡으로, 죽은 듯이 조용한 도마뱀이라는 의미이다. 전체 몸 길이는 약2m~3m, 체중은 13kg~30kg정도 되었을 것으로 추정된다. 이 공룡은 특이하게도 몸의 구조는 공룡을 닮았고, 몸매는 포유류를 닮았으며, 긴 주둥이와 다리, 특히 뒷다리의 발가락은 조류를 닮았다. 앞발과 뒷발 모두 네 개의 발가락이 있다. 이 공룡의 생김새를 보고 공룡이 새의 조상이었고 온혈 동물이었다는 주장이 나오기도 했다.",메갑노사우루스의 크기는?,2m~3m,66
,"메갑노사우루스는 중생대 쥐라기 전기에 서식한 육식공룡으로, 죽은 듯이 조용한 도마뱀이라는 의미이다. 전체 몸 길이는 약2m~3m, 체중은 13kg~30kg정도 되었을 것으로 추정된다. 이 공룡은 특이하게도 몸의 구조는 공룡을 닮았고, 몸매는 포유류를 닮았으며, 긴 주둥이와 다리, 특히 뒷다리의 발가락은 조류를 닮았다. 앞발과 뒷발 모두 네 개의 발가락이 있다. 이 공룡의 생김새를 보고 공룡이 새의 조상이었고 온혈 동물이었다는 주장이 나오기도 했다.",메갑노사우루스의 생존시대는?,중생대 쥐라기 전기,9
,"아르카에오르니토무스는 , 아르카이오르니토미무스, 아케오르니토미무스 등으로 읽는다. 아르카에오르니토무스 화석은 미국자연사박물관의 로이 앤드루스 탐사팀이 1923년 몽골과 중국의 채석장에서 발견했다. 그 뒤 화석은 주로 아시아와 북아메리카 동부 지역에서 발견되었는데, 지금까지 척추, 앞발 일부, 앞다리와 뒷다리가 나왔다. 하지만 완전한 골격이 발견되지는 않았다. 골격은 타조형 공룡의 초기 형태를 보여 준다. 생존시대는 백악기후기이며 크기 4m 무게 50kg였다.",아르카에오르니토무스의 크기는?,4m,245
,"아르카에오르니토무스는 , 아르카이오르니토미무스, 아케오르니토미무스 등으로 읽는다. 아르카에오르니토무스 화석은 미국자연사박물관의 로이 앤드루스 탐사팀이 1923년 몽골과 중국의 채석장에서 발견했다. 그 뒤 화석은 주로 아시아와 북아메리카 동부 지역에서 발견되었는데, 지금까지 척추, 앞발 일부, 앞다리와 뒷다리가 나왔다. 하지만 완전한 골격이 발견되지는 않았다. 골격은 타조형 공룡의 초기 형태를 보여 준다. 생존시대는 백악기후기이며 크기 4m 무게 50kg였다.",아르카에오르니토무스의 발견지는?,아시아와 북아메리카,272
,"아르카이오케라톱스는 ""고대의 뿔이 있는 얼굴"" 이라는 의미로 백악기 전기 중국 중북부에 살던 원시적인 신각룡류 공룡의 한 속이다. 이족보행을 했을 것으로 보이며 비교적 작은 키에 (몸길이 약 1 미터) 상대적으로 큰 머리를 가지고 있었다. 다른 후대의 각룡류들과 달리 뿔은 가지고 있지 않고 머리 뒤쪽에 뼈로 된 작은 프릴만을 가지고 있다.",아르카이오케라톱스의 의미는?,고대의 뿔이 있는 얼굴,12
,"아르켈론은 중생대 백악기 후기에 살았던 거북의 일종이다. 파충강-거북목-프로토스테가과에 속한다. 학명은 '원시 거북' 또는 '통치하는 거북'이라는 의미를 가진다. 아르켈론의 몸 전체 길이는 약 3-4m정도이고, 두개골은 약 80cm, 몸 전체 폭은 최대 5m이다. 턱은 약하고, 꼬리는 뾰족하다. 체중은 2t에 달했을 것으로 추정된다. 현재 알려진 최대의 바다거북이다.",아르켈론의 생존시기는?,중생대 백악기 후기,6
,"아르켈론은 중생대 백악기 후기에 살았던 거북의 일종이다. 파충강-거북목-프로토스테가과에 속한다. 학명은 '원시 거북' 또는 '통치하는 거북'이라는 의미를 가진다. 아르켈론의 몸 전체 길이는 약 3-4m정도이고, 두개골은 약 80cm, 몸 전체 폭은 최대 5m이다. 턱은 약하고, 꼬리는 뾰족하다. 체중은 2t에 달했을 것으로 추정된다. 현재 알려진 최대의 바다거북이다.",아르켈론의 종류는?,거북의 일종,22
,"아마르가사우루스는 중생대 백악기 전기, 오늘날의 아르헨티나에서 서식했던 공룡이다. 몸 전체 길이는 약 10~12m정도, 체중은 5t에 달한다. 목이 짧은 용각류이지만, 목에서부터 등에 걸친 추골(椎骨)에 긴 돌기가 나 있다. 특히 목의 돌기는 길어서 2개의 돛과 같은 형태를 띄고 있다. 대중매체에서 포켓몬스터 X·Y의 화석 포켓몬인 아마루르가의 모티브가 되었다.",아마르가사우루스의 생존시기는?,중생대 백악기 전기,10
,"아마르가사우루스는 중생대 백악기 전기, 오늘날의 아르헨티나에서 서식했던 공룡이다. 몸 전체 길이는 약 10~12m정도, 체중은 5t에 달한다. 목이 짧은 용각류이지만, 목에서부터 등에 걸친 추골(椎骨)에 긴 돌기가 나 있다. 특히 목의 돌기는 길어서 2개의 돛과 같은 형태를 띄고 있다. 대중매체에서 포켓몬스터 X·Y의 화석 포켓몬인 아마루르가의 모티브가 되었다.",아마르가사우루스의 서식지는?,오늘날의 아르헨티나,22
,"아마르가사우루스는 중생대 백악기 전기, 오늘날의 아르헨티나에서 서식했던 공룡이다. 몸 전체 길이는 약 10~12m정도, 체중은 5t에 달한다. 목이 짧은 용각류이지만, 목에서부터 등에 걸친 추골(椎骨)에 긴 돌기가 나 있다. 특히 목의 돌기는 길어서 2개의 돛과 같은 형태를 띄고 있다. 대중매체에서 포켓몬스터 X·Y의 화석 포켓몬인 아마루르가의 모티브가 되었다.",아마르가사우루스의 종류는?,목이 짧은 용각류,80
,"아벨리사우르스는 아르헨티나의 지방 박물관장 로베르토 아벨이 발견했고, 그래서 발견자의 이름을 넣어 ‘아벨의 도마뱀’이 되었다. 턱뼈가 비교적 많이 발견되었으나 전체적으로 오른쪽 부분이 거의 없고, 코 끝부분도 없는 불완전한 형태였다. 더구나 화석이 한 개만 발견되어 몸의 전체적인 모습은 정확히 알기 어렵다. 하지만 머리뼈와 이빨 등의 형태로 보아 원시적인 수각류로 판단된다. 코의 윗부분에 작은 뼈 돌기가 많은 것으로 보아 얼굴이 상당히 거칠었을 것으로 보인다. 머리뼈 옆쪽에 매우 큰 구멍이 뚫린 형태가 특이하다. 이 구멍은 아마도 유난히 거대한 머리의 무게를 줄이기 위해 진화한 결과로 추정된다. 생존시대는 백악기후기이며 크기는 6.5~9m, 무게는 1.5~2톤이고 발견지는 남아메리카이다.",아벨리사우루스의 크기는?,6.5~9m,355
,"아벨리사우르스는 아르헨티나의 지방 박물관장 로베르토 아벨이 발견했고, 그래서 발견자의 이름을 넣어 ‘아벨의 도마뱀’이 되었다. 턱뼈가 비교적 많이 발견되었으나 전체적으로 오른쪽 부분이 거의 없고, 코 끝부분도 없는 불완전한 형태였다. 더구나 화석이 한 개만 발견되어 몸의 전체적인 모습은 정확히 알기 어렵다. 하지만 머리뼈와 이빨 등의 형태로 보아 원시적인 수각류로 판단된다. 코의 윗부분에 작은 뼈 돌기가 많은 것으로 보아 얼굴이 상당히 거칠었을 것으로 보인다. 머리뼈 옆쪽에 매우 큰 구멍이 뚫린 형태가 특이하다. 이 구멍은 아마도 유난히 거대한 머리의 무게를 줄이기 위해 진화한 결과로 추정된다. 생존시대는 백악기후기이며 크기는 6.5~9m, 무게는 1.5~2톤이고 발견지는 남아메리카이다.",아벨리사우루스의 생존시대는?,백악기후기,343
,"아우카사우루스(Aucasaurus)는 중생대 백악기 후기, 오늘날의 아르헨티나에 서식한 육식공룡이다. 곤드와나대륙에 가장 특징적인 육식공룡인 아베리사우루스과에 속한다. 전체 몸 길이는 약 4m~6.5m, 체중은 700kg~800kg 정도 되었을 것으로 추정된다.",아우카사우루스의 식성은?,육식,49
,"아우카사우루스(Aucasaurus)는 중생대 백악기 후기, 오늘날의 아르헨티나에 서식한 육식공룡이다. 곤드와나대륙에 가장 특징적인 육식공룡인 아베리사우루스과에 속한다. 전체 몸 길이는 약 4m~6.5m, 체중은 700kg~800kg 정도 되었을 것으로 추정된다.",아우카사우루스의 생존시대는?,중생대 백악기 후기,21
,"아우카사우루스(Aucasaurus)는 중생대 백악기 후기, 오늘날의 아르헨티나에 서식한 육식공룡이다. 곤드와나대륙에 가장 특징적인 육식공룡인 아베리사우루스과에 속한다. 전체 몸 길이는 약 4m~6.5m, 체중은 700kg~800kg 정도 되었을 것으로 추정된다.",아우카사우루스의 체중은?,700kg~800kg,118
,"아칸토폴리스는 '가시 비늘’이라는 의미이다. 어깨와 목에 날카로운 가시가 있는데, 이 가시는 등뼈 주위를 따라 꼬리까지 나 있다. 몸통은 거북처럼 납작하고 두꺼운 갑옷으로 덮여 있다. 1867년에 영국에서 이 공룡의 화석이 발견되었지만 완전하게 모든 뼈가 발견된 것이 아니며, 발견된 뼈들도 여러 군데로 흩어져 보관되어 생태에 대해 정확하게 알기는 어렵다. 네 발로 걷는 전형적인 갑옷 공룡이다. 생존시대는 4~5.5m로 초식성이며 발견지는 유럽이다.",아칸토폴리스의 의미는?,가시 비늘,9
,"아칸토폴리스는 '가시 비늘’이라는 의미이다. 어깨와 목에 날카로운 가시가 있는데, 이 가시는 등뼈 주위를 따라 꼬리까지 나 있다. 몸통은 거북처럼 납작하고 두꺼운 갑옷으로 덮여 있다. 1867년에 영국에서 이 공룡의 화석이 발견되었지만 완전하게 모든 뼈가 발견된 것이 아니며, 발견된 뼈들도 여러 군데로 흩어져 보관되어 생태에 대해 정확하게 알기는 어렵다. 네 발로 걷는 전형적인 갑옷 공룡이다. 생존시대는 4~5.5m로 초식성이며 발견지는 유럽이다.",아칸토폴리스의 발견지는?,발견지는 유럽,242
,"아칸토폴리스는 '가시 비늘’이라는 의미이다. 어깨와 목에 날카로운 가시가 있는데, 이 가시는 등뼈 주위를 따라 꼬리까지 나 있다. 몸통은 거북처럼 납작하고 두꺼운 갑옷으로 덮여 있다. 1867년에 영국에서 이 공룡의 화석이 발견되었지만 완전하게 모든 뼈가 발견된 것이 아니며, 발견된 뼈들도 여러 군데로 흩어져 보관되어 생태에 대해 정확하게 알기는 어렵다. 네 발로 걷는 전형적인 갑옷 공룡이다. 생존시대는 4~5.5m로 초식성이며 발견지는 유럽이다.",아칸토폴리스는 무슨공룡?,갑옷 공룡,213
,"아파토사우루스는 쥐라기 후기에 서식한 용각류의 한 속이다. 아파토사우루스는 몸길이 약 21~27m, 몸무게 35톤으로 큰 동물의 하나이다. ""아파토사우루스""라는 이름은 ""남을 속이는 도마뱀""이라는 뜻으로, 셰브론 뼈가 선사 해양 파충류 모사사우루스와 흡사하여 붙여졌다. 그리고 아파토사우루스는 한때 브론토사우루스라고 불렸다.그런데 1877년 발견된 아파토사우루스의 화석과 1879년에 발견된 브론토사우루스의 화석이 같다는게 1903년에 밝혀져 아파토사우루스만 남게 되었다. 아파토사우루스의 성격은 온순하고 여러마리가 무리를 지어 생활했다.",아파토사우루스의 생존시대는?,쥐라기 후기,9
,"아파토사우루스는 쥐라기 후기에 서식한 용각류의 한 속이다. 아파토사우루스는 몸길이 약 21~27m, 몸무게 35톤으로 큰 동물의 하나이다. ""아파토사우루스""라는 이름은 ""남을 속이는 도마뱀""이라는 뜻으로, 셰브론 뼈가 선사 해양 파충류 모사사우루스와 흡사하여 붙여졌다. 그리고 아파토사우루스는 한때 브론토사우루스라고 불렸다.그런데 1877년 발견된 아파토사우루스의 화석과 1879년에 발견된 브론토사우루스의 화석이 같다는게 1903년에 밝혀져 아파토사우루스만 남게 되었다. 아파토사우루스의 성격은 온순하고 여러마리가 무리를 지어 생활했다.",아파토사우루스의 의미는?,남을 속이는 도마뱀,95
,"아파토사우루스는 쥐라기 후기에 서식한 용각류의 한 속이다. 아파토사우루스는 몸길이 약 21~27m, 몸무게 35톤으로 큰 동물의 하나이다. ""아파토사우루스""라는 이름은 ""남을 속이는 도마뱀""이라는 뜻으로, 셰브론 뼈가 선사 해양 파충류 모사사우루스와 흡사하여 붙여졌다. 그리고 아파토사우루스는 한때 브론토사우루스라고 불렸다.그런데 1877년 발견된 아파토사우루스의 화석과 1879년에 발견된 브론토사우루스의 화석이 같다는게 1903년에 밝혀져 아파토사우루스만 남게 되었다. 아파토사우루스의 성격은 온순하고 여러마리가 무리를 지어 생활했다.",아파토사우루스의 크기는?,"몸길이 약 21~27m, 몸무게 35톤",42
,"안세리미무스 화석은 1970년대 말 몽골의 습지 퇴적층에서 발견되었고, ‘거위와 닮았다’는 의미로 안세리미무스라는 이름을 붙였다. 실제로는 거위보다 타조와 가까워 보인다. 크기도 타조와 비슷해 몸길이 3미터에 몸무게는 50킬로그램 정도다. 안세리미무스는 수각류에 속하며, 전체적인 골격 형태는 조류와 닮은 점이 많다. 화석 골격에서도 알 수 있듯이 다른 오르니토미무스류와 달리 앞다리가 비교적 길고 강한 편이다. 발톱은 약간 구부러졌고 날카로우며, 아랫부분이 납작하다. 날씬하고 긴 뒷다리로 걷거나 빨리 달릴 수 있었다. 작은 도마뱀이나 포유류, 다른 공룡의 알과 식물성 먹이도 먹는잡식성 공룡이다.",안세리미무스의 종류는?,수각류,142
,"안세리미무스 화석은 1970년대 말 몽골의 습지 퇴적층에서 발견되었고, ‘거위와 닮았다’는 의미로 안세리미무스라는 이름을 붙였다. 실제로는 거위보다 타조와 가까워 보인다. 크기도 타조와 비슷해 몸길이 3미터에 몸무게는 50킬로그램 정도다. 안세리미무스는 수각류에 속하며, 전체적인 골격 형태는 조류와 닮은 점이 많다. 화석 골격에서도 알 수 있듯이 다른 오르니토미무스류와 달리 앞다리가 비교적 길고 강한 편이다. 발톱은 약간 구부러졌고 날카로우며, 아랫부분이 납작하다. 날씬하고 긴 뒷다리로 걷거나 빨리 달릴 수 있었다. 작은 도마뱀이나 포유류, 다른 공룡의 알과 식물성 먹이도 먹는잡식성 공룡이다.",안세리미무스의 의미는?,거위와 닮았다,41
,"안킬로사우루스는 백악기 후기에 살았던 공룡이다. 미국, 캐나다, 호주 등지에서 화석이 발견되고 있다. 갑옷과 같은 등껍질과 꼬리에 있는 곤봉으로 육식 공룡의 공격으로부터 자신을 보호하였다. 안킬로사우루스는 최후의 곡룡류이며 ‘융합한 도마뱀’ 또는 ‘연결된 도마뱀’ 또는 '뻣뻣한 도마뱀'이라는 뜻이다. 무엇보다 딱딱한 융합된 골편이 몸으로 뒤덮었고 가장 강력한 방어 무기인 꼬리 곤봉도 달려있다.",안킬로사우루스의 종류는?,최후의 곡룡류,115
